id,ACTION
1,0.5934041272037729
2,0.986818499484421
3,0.9999999994014755
4,0.9857558076550466
5,0.9999999986709861
6,0.9999999963847214
7,0.9919663698819613
8,0.9999999999428442
9,0.9012879532246263
10,0.9840173881353025
11,0.9999999960974936
12,0.9273710462753426
13,0.9810135182529297
14,0.8318131862528734
15,0.943717718717068
16,0.984041636523334
17,0.9227228504368805
18,0.857615100649351
19,0.988835787063837
20,0.9947816456579609
21,0.999999999924312
22,0.9999999934223227
23,0.8024225285021681
24,0.9999999986242726
25,0.9595081018374477
26,0.9859897960321493
27,0.9778066519022346
28,0.6695644836811183
29,0.9859851605796522
30,0.9641349633084741
31,0.9742307678888255
32,0.9685728008172734
33,0.99999999812988
34,0.9717229089868772
35,0.9723189781338485
36,0.9276345743495075
37,0.9589264577037542
38,0.9990567598190364
39,0.9390239678446978
40,0.9209893391787484
41,0.9714888097181217
42,0.9999999976905327
43,0.9899509830847677
44,0.9952744664333368
45,0.9971980742650616
46,0.9725984961494194
47,0.9999999999999998
48,0.9591266247361736
49,0.9999999999370243
50,0.9999999990759566
51,0.9952761187487533
52,0.9783971481247744
53,0.9865324987423685
54,0.9999999984656041
55,0.854576345927009
56,0.9705875715637784
57,0.9809519465821249
58,0.9999999998871919
59,0.9880922742141258
60,0.9999999999999998
61,0.9999999984941355
62,0.9575457606473484
63,0.9999999976471848
64,0.9999999989991895
65,0.9984307540318398
66,0.9999999999999998
67,0.9461413773452312
68,0.9999999995315482
69,0.920297834033758
70,0.837122496530353
71,0.8941143170523076
72,0.9999999991614916
73,0.9952083740769382
74,0.9999999997255408
75,0.9896265799229461
76,0.9984947368974711
77,0.9977196316482412
78,0.909654814532883
79,0.8470562752160254
80,0.9999999998834034
81,0.9999999998312931
82,0.9999999990116428
83,0.9512691034594822
84,0.9999999982655544
85,0.9781871784890465
86,0.9517715780040212
87,0.9999999952464362
88,0.9999999998748447
89,0.9999999985143601
90,0.9854166068786455
91,0.99999999897409
92,0.5515461219425485
93,0.9999999999999998
94,0.9394439128955131
95,0.9999999986799878
