id,ACTION
1,0.04942866521644766
2,0.9508787296525611
3,0.8985880346986838
4,0.6912797736008016
5,0.9906822819847934
6,0.9816653074389099
7,0.7765095686659255
8,0.9914579872136877
9,0.19229744665527368
10,0.6968152748285207
11,0.5780377088871828
12,0.640223915217445
13,0.5186894390432054
14,0.12482205202294547
15,0.7618569727510796
16,0.8864313746937308
17,0.15680413631419904
18,0.422731636751259
19,0.9407208934975877
20,0.8132007016593578
21,0.7622528063388275
22,0.8857454128296842
23,0.6428058362494206
24,0.5696494955953221
25,0.6495081976098742
26,0.5587144630848144
27,0.8817282875629744
28,0.13721305185333157
29,0.8935765691095972
30,0.5599390002468247
31,0.8407592286704662
32,0.6212085768206957
33,0.649633686142842
34,0.9359618355561243
35,0.8067572267388342
36,0.9646626125179933
37,0.7952108968695688
38,0.6562232534753665
39,0.5017038070856148
40,0.4959511280887906
41,0.1554616163336877
42,0.9355382999013013
43,0.6021058114644691
44,0.8901807429462055
45,0.7757836081490663
46,0.36915053632221456
47,0.9894563171267841
48,0.4624547608119487
49,0.9675868586375627
50,0.895613184220865
51,0.7914195710077216
52,0.8717851275605272
53,0.8253864336111422
54,0.987540783023422
55,0.6225802484221138
56,0.14861274306860303
57,0.8205974878245033
58,0.9847725019257019
59,0.906359350943619
60,0.9151162151003929
61,0.8763118839092039
62,0.5760403302072101
63,0.6180184617815011
64,0.908660475114553
65,0.8487935012416061
66,0.9685281153302566
67,0.6330176497466778
68,0.98410668010767
69,0.632775671184146
70,0.08353295994815374
71,0.6865952786877975
72,0.9747087527785064
73,0.9023667083183922
74,0.8987876157542501
75,0.9228486139416253
76,0.977107669546338
77,0.8714534743247699
78,0.44179220899445293
79,0.27539710295662756
80,0.7314252883841088
81,0.979527765612491
82,0.7277446799543156
83,0.8070740237679916
84,0.9051113283936044
85,0.5896222023502845
86,0.09738328087371025
87,0.598319423173101
88,0.7619496442925101
89,0.9208803230187816
90,0.3350463123387082
91,0.6820843364289796
92,0.5284324837357238
93,0.9593764238982296
94,0.3888902975988239
95,0.7054364903635598
96,0.4876543983385791
97,0.1886243480124881
98,0.8004958292067578
99,0.9789400927914697
100,0.7942590325942516
101,0.6592070533937956
102,0.11417160625708442
103,0.7508528235930366
104,0.31690981661224993
105,0.2717449588662775
106,0.9381950553910001
107,0.9864449861760074
108,0.5894421114458953
109,0.9158065822379803
110,0.6259283658292063
111,0.3141356579033581
112,0.8447776640583118
113,0.573736463093103
114,0.8258198787801381
115,0.8830669479631015
116,0.7671226574833487
117,0.7634822399297823
118,0.9214071479497113
119,0.9478324302714491
120,0.8833636664735492
121,0.9122753949427311
122,0.8444260261570761
123,0.31410750327424913
124,0.9161451225094358
125,0.8441848373706697
126,0.35936021958566083
127,0.048954881488614495
128,0.21089893661737524
129,0.20890598815965658
130,0.6886994982388364
131,0.9826079860443389
132,0.9155800157660828
133,0.6409360875172684
134,0.23980860323660916
135,0.868204406845515
136,0.5530576298531994
137,0.9056918817009899
138,0.6346712105175122
139,0.3839361331383131
140,0.9880625974770132
141,0.6131386406605206
142,0.6300235301086204
143,0.9013903830834992
144,0.9443288105974806
145,0.9895421916094723
146,0.04256089526444811
147,0.052709661189368026
148,0.3702862145502903
149,0.9863202003669349
150,0.9055032745162533
151,0.9113507284023661
152,0.48160109075643537
153,0.7724524116297091
154,0.5767288057759198
155,0.5685268463493984
156,0.6473673657163479
157,0.6129088706221021
158,0.9190235502858616
159,0.8030016921775284
160,0.721892329634851
161,0.054944826796793036
162,0.9696474892572295
163,0.8615204725950483
164,0.5881175999000341
165,0.8077357441594385
166,0.9952459711677917
167,0.5274802040782605
168,0.6737619178902844
169,0.7754960639983394
170,0.9507478440449013
171,0.8860102519019496
172,0.8892078303584197
173,0.9363605350021916
174,0.8721979491297133
175,0.9077844004039546
176,0.9907821999525649
177,0.3915849787679663
178,0.9670344218772962
179,0.7269302223663366
180,0.08033235309188787
181,0.13946123734949153
182,0.6644441635508561
183,0.7835267092635616
184,0.5680778248179175
185,0.9165959498703884
186,0.5681390137236177
187,0.9211690938251574
188,0.5795172609835418
189,0.4347982081532733
190,0.9403517599845364
191,0.9897947180331629
192,0.43508080593616333
193,0.9869776989423984
194,0.8545905325792285
195,0.8775128886792063
196,0.9835853540383075
197,0.8906207680331102
198,0.703976088086098
199,0.9267706422597578
200,0.28435737991591675
201,0.8694489775315601
202,0.6550414706221839
203,0.25318249956289446
204,0.5800440647310419
205,0.9380486056604708
206,0.8113564363104546
207,0.892298874499494
208,0.704497652271733
209,0.06070402300154917
210,0.6142563239142856
211,0.7703012102220711
212,0.37584723904679135
213,0.9881478204700219
214,0.5989266655302234
215,0.6837255923621001
216,0.608760774739518
217,0.5013489307744767
218,0.9150152453621995
219,0.7208163163625293
220,0.5885440115285069
221,0.08123233201081097
222,0.9910401676933
223,0.9874732936410193
224,0.3694325115160605
225,0.8692308453995921
226,0.47395745105073533
227,0.20249961308428585
228,0.7784771253451682
229,0.9901353684534124
230,0.8593324654497336
231,0.6956122653888566
232,0.5676436795239387
233,0.4970211322104046
234,0.4397859718170355
235,0.6478188272600999
236,0.29017346279146866
237,0.5776943723232694
238,0.8070362317307591
239,0.4443055527627726
240,0.8992048553748411
241,0.7511150820949509
242,0.03615690926994593
243,0.2594725911099267
244,0.6994947042048012
245,0.2675419232898294
246,0.8491983592890183
247,0.6605795570448751
248,0.7013193733062593
249,0.8938277107296425
250,0.9026615546450734
251,0.8901082352549444
252,0.7147497792082999
253,0.9040915447822635
254,0.9832443436742999
255,0.9932273528198725
256,0.6655423344229058
257,0.8067717590257436
258,0.3323848923499244
259,0.597169025407906
260,0.9872096427720732
